EventId,EventTemplate,Occurrences
5e5f5ff9,Assigned container <*> to <*>,10
b1bdc9c9,After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>,12
c9ebd122,The <*> file on the remote FS is <*>,2
7c188553,Adding <*> tokens and <*> secret keys for NM use for launching container,1
d70b66ac,Size of <*> is <*>,1
944f8887,Putting shuffle token in serviceData,1
e03f95cb,<*> TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,10
9f1747b1,Processing the event EventType: <*> for container <*> taskAttempt <*>,13
df347da1,Launching <*>,10
628c3e46,Opening proxy : <*>:<*>,13
f4ac93f2,Shuffle port returned by ContainerManager for <*> : <*>,10
776b2363,TaskAttempt: [<*>] using containerId: [<*> on NM: [<*>:<*>],10
2a94fbaf,<*> TaskAttempt Transitioned from ASSIGNED to RUNNING,10
a66db97c,<*> Task Transitioned from SCHEDULED to RUNNING,10
71c7c3bf,Auth successful for <*> (auth:SIMPLE),10
60675cee,JVM with ID : <*> asked for a task,10
2a1c144a,JVM with ID: <*> given task: <*>,10
3670935b,Progress of TaskAttempt <*> is : <*>,289
d67d7bf2,Cannot assign container <*> for a map as either container memory less than required <*> or no pending map tasks - maps.isEmpty=<*>,1
ba0e1b89,Received completed container <*>,2
85b23688,Container complete event for unknown container id <*>,1
31cf9f34,Done acknowledgement from <*>,1
63fbbb87,<*> TaskAttempt Transitioned from <*> to <*>,11
da04743d,KILLING <*>,3
007ded00,Task succeeded with attempt <*>,1
39fb7a0f,<*> Task Transitioned from RUNNING to SUCCEEDED,1
3a2741bf,Num completed Tasks: <*>,1
ec6b84b4,Reduce slow start threshold reached. Scheduling reduces.,1
983af3ff,All maps assigned. Ramping up all remaining reduces:<*>,1
be4da74d,DefaultSpeculator.addSpeculativeAttempt -- we are speculating <*>,1
814bc8b9,We launched <*> speculations.  Sleeping <*> milliseconds.,1
1a8c09a8,Scheduling a redundant attempt for task <*>,1
1d180b41,Diagnostics report from <*>: Container killed by the ApplicationMaster.,1
84e4d77c,Address change detected. Old: msra-sa-41/<*>:<*> New: msra-sa-41:<*>,476
ddd792b5,Failed to renew lease for [<*>] for <*> seconds.  Will retry shortly ...,326
185e3ec2,"Slow ReadProcessor read fields took <*> (threshold=<*>); ack: seqno: <*> status: <*> status: <*> downstreamAckTimeNanos: <*>, targets: <*>",1
2c7adca7,DFSOutputStream ResponseProcessor exception  for block BP-1347369012-<*>-1444972147527:<*>,1
3046da26,Error Recovery for block <*> in pipeline <*>: bad datanode <*>,1
2ef07439,DataStreamer Exception,1
b4ff2357,ERROR IN CONTACTING RM.,147
13e6ce32,"Retrying connect to server: msra-sa-41:<*> Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)",146
fca99957,Task: <*> - exited : java.net.NoRouteToHostException: No Route to Host from <*> to <*> failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see: <*>,2
b6ca9b46,Diagnostics report from <*>: Error: java.net.NoRouteToHostException: No Route to Host from <*> to <*> failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see: <*>,4
fb4ab5cb,Task cleanup failed for attempt <*>,2
2dc833aa,Error writing History Event: org.apache.hadoop.mapreduce.jobhistory.TaskAttemptUnsuccessfulCompletionEvent@7317849d,1
38bbb6ec,"Thread Thread[eventHandlingThread,<*>,main] threw an Exception.",1
2b7f7e1e,<*> failures on node MININT-FNANLI5.fareast.corp.microsoft.com,2
410c36f9,Added <*> to list of failed maps,2
