EventId,EventTemplate,Occurrences
3307aa8a,sdpd startup succeeded,1
db9d37a1,sdpd v1.5 started,1
0906cb48,"Total HugeTLB memory allocated, <*>",1
f518230d,Bringing up loopback interface:  succeeded,1
4d73c3e7,VFS: Disk quotas dquot_6.5.1,1
b0ab04b3,"Dquot-cache hash table entries: <*> (order <*>, <*> bytes)",1
aa644c07,SELinux:  Registering netfilter hooks,1
2b566107,Initializing Cryptographic API,1
66c5c678,pci_hotplug: PCI Hot Plug PCI Core version: <*>,1
2bf1954b,isapnp: Scanning for PnP cards...,1
2e3d6c0c,isapnp: No Plug & Play device found,1
25be35b6,Real Time Clock Driver v1.12,1
e27b23bc,Linux agpgart interface v0.100 (c) Dave Jones,1
